Transaction_ID,User_ID,Crypto,Transaction_Type,Amount,Price_Per_Unit,Total_Value,Transaction_Fee,Platform,Status,Wallet_Type,Transaction_Date
544169,25165,Solana,Sell,45.234881,159.14533854574205,7198.920450821355,104.69552354316151,OKX,Completed,Cold Wallet,2024-05-17 09:51:58.222424
270180,53315,BNB,Sell,31.98579,210.81952472137328,6743.229045637655,151.98686163994972,Binance,Pending,Exchange Wallet,2023-10-06 09:51:58.222424
522185,32799,Polkadot,Sell,93.28016,6.068729584701332,566.0920666576737,2.240221163690781,FTX,Completed,Trezor,2024-06-30 09:51:58.222424
680042,26611,Ethereum,Sell,66.80728,3866.995802034806,258343.47130536387,3624.7928546772214,Kraken,Failed,Ledger,2024-12-15 09:51:58.222424
287855,48678,Ethereum,Stake,81.976905,2948.303455265941,241692.7922635078,1121.7370119981158,Binance,Pending,Trezor,2024-05-14 09:51:58.222424
676676,32712,Litecoin,Buy,4.247567,101.32707905001392,430.39355717923047,1.2106208052740999,KuCoin,Completed,Ledger,2024-12-21 09:51:58.222424
939671,61108,Ethereum,Stake,81.356277,1769.4253269123851,143953.85702709956,456.67553645072354,KuCoin,Completed,Ledger,2023-03-19 09:51:58.222424
492084,68103,Cardano,Sell,38.646754,0.6623281909079127,25.59683466128314,0.5813040769417428,KuCoin,Pending,Ledger,2024-03-19 09:51:58.222424
834156,95322,Avalanche,Withdraw,21.512255,35.83556991231696,770.9039180240901,32.483017793662675,KuCoin,Completed,Ledger,2024-11-22 09:51:58.222424
183281,38272,XRP,Withdraw,3.328635,0.472216408249837,1.5718360640746962,0.06766574533981212,Coinbase,Pending,Ledger,2023-05-28 09:51:58.222424
154318,77678,XRP,Transfer,13.449167,0.4695940782186896,6.315649180174218,0.29756345477421925,FTX,Pending,Trezor,2023-05-21 09:51:58.222424
595480,16853,XRP,Buy,41.723959,0.46941827415664,19.585988824762406,0.24686776843334124,KuCoin,Failed,Cold Wallet,2024-06-27 09:51:58.222424
450242,66181,XRP,Stake,47.525853,0.5564637794241395,26.44641578073608,0.7377788935004399,Coinbase,Pending,Trezor,2023-10-30 09:51:58.222424
829404,67546,BNB,Stake,83.049133,247.42873652130356,20548.742047379696,466.33237093745674,Binance,Pending,Trezor,2023-08-02 09:51:58.222424
187524,81711,Bitcoin,Transfer,28.772477,37491.838186008135,1078733.0518946408,15359.615558492866,Kraken,Pending,Exchange Wallet,2023-11-27 09:51:58.222424
716475,96413,Ethereum,Transfer,53.241828,2466.8607267086663,131340.17451137782,493.50052475246656,Huobi,Failed,Ledger,2024-10-14 09:51:58.222424
471468,13283,Ethereum,Transfer,11.638889,3309.0995676199964,38514.24255747713,1290.9029267094054,Kraken,Failed,Hot Wallet,2025-01-19 09:51:58.222424
352545,86133,XRP,Buy,14.942194,2.7251894289423855,40.72030913400634,1.2392090777957117,FTX,Failed,Exchange Wallet,2025-02-17 09:51:58.222424
305753,98506,Litecoin,Sell,23.866588,71.87562575953167,1715.4259472449296,37.32822933035133,KuCoin,Pending,Hot Wallet,2024-01-12 09:51:58.222424
554207,61163,Avalanche,Withdraw,54.092789,21.41948647546046,1158.6397624054364,8.590707603849323,Coinbase,Pending,Cold Wallet,2024-08-14 09:51:58.222424
732167,57626,Litecoin,Buy,82.157647,66.91679140457396,5497.726126589621,125.08325058145448,Kraken,Completed,Hot Wallet,2023-08-22 09:51:58.222424
927274,83291,Dogecoin,Stake,42.56345,0.0737222355944681,3.1378726886133634,0.10535919209492191,OKX,Failed,Trezor,2023-05-21 09:51:58.222424
136933,54361,Solana,Sell,25.325974,59.17998717985522,1498.7908166373466,62.03993636626778,Huobi,Pending,Cold Wallet,2023-12-01 09:51:58.222424
533674,91013,Ethereum,Stake,9.011088,3497.555287927574,31516.778484380713,335.81677764200685,KuCoin,Pending,Exchange Wallet,2024-12-25 09:51:58.222424
403789,96853,Cardano,Withdraw,36.332367,0.2681859267680321,9.743829515571266,0.3347810515742896,Coinbase,Failed,Cold Wallet,2023-08-20 09:51:58.222424
604620,55564,Avalanche,Stake,73.275864,43.94980108326816,3220.4596470046104,135.94375552418302,Huobi,Completed,Exchange Wallet,2024-11-28 09:51:58.222424
378870,63838,Litecoin,Buy,22.73479,83.95506710454288,1908.7008200576904,56.299693999974785,Kraken,Pending,Exchange Wallet,2023-08-09 09:51:58.222424
527417,38980,Polkadot,Withdraw,34.933569,5.668620138161426,198.02513273125172,4.899229744351322,Kraken,Completed,Trezor,2023-05-05 09:51:58.222424
676581,52032,Cardano,Stake,41.94845,0.4947219287360986,20.752818091489797,0.37397663904299283,KuCoin,Completed,Exchange Wallet,2024-05-22 09:51:58.222424
867997,31091,BNB,Stake,8.477745,611.6538008061765,5185.444951515559,0.6671746618156895,Coinbase,Completed,Ledger,2025-02-25 09:51:58.222424
202688,71960,Solana,Withdraw,31.13203,145.68571274466362,4535.49197973825,49.594582259631075,KuCoin,Failed,Cold Wallet,2024-05-06 09:51:58.222424
929176,67626,XRP,Stake,31.668317,0.4964339164181767,15.721226634682322,0.3399367013101069,Kraken,Pending,Exchange Wallet,2024-04-17 09:51:58.222424
285567,35180,Bitcoin,Transfer,47.652056,26717.987553571777,1273167.0391101053,10000.182183466182,Coinbase,Completed,Exchange Wallet,2023-05-27 09:51:58.222424
414007,14477,Dogecoin,Stake,11.273772,0.1038551024243202,1.170838745768433,0.019355345117577062,Huobi,Failed,Ledger,2024-09-10 09:51:58.222424
831288,39991,XRP,Transfer,22.094071,0.5317141263258067,11.747729658745342,0.07083933993614808,OKX,Failed,Hot Wallet,2023-06-07 09:51:58.222424
646025,89512,Avalanche,Withdraw,57.849648,25.708257856347483,1487.2136676829366,33.69027670818768,Huobi,Completed,Exchange Wallet,2024-08-02 09:51:58.222424
520083,15060,Polkadot,Transfer,37.762838,4.33308358626866,163.62953350872243,6.562792062085326,OKX,Pending,Ledger,2024-11-09 09:51:58.222424
952271,96690,Avalanche,Stake,85.288241,22.71040916605688,1936.9308501632681,62.60890791450655,Coinbase,Pending,Ledger,2024-11-05 09:51:58.222424
906311,44194,Dogecoin,Stake,85.884996,0.0630884194267798,5.4183486501153055,0.02120240584296998,Huobi,Pending,Ledger,2023-08-26 09:51:58.222424
623709,49630,Cardano,Transfer,78.54083,0.4464361689044054,35.06346724777219,1.5773939042163805,OKX,Pending,Exchange Wallet,2024-07-22 09:51:58.222424
688318,23414,Polkadot,Sell,60.259953,5.643662140920915,340.0868153597737,7.020421653725303,OKX,Failed,Exchange Wallet,2024-07-30 09:51:58.222424
759350,72051,Dogecoin,Withdraw,27.57318,0.0985903571193967,2.718449663117407,0.11912381963619745,Kraken,Failed,Hot Wallet,2023-12-10 09:51:58.222424
997857,20539,Solana,Stake,3.73166,91.1623559089012,340.1869170510103,6.382090218162614,Coinbase,Failed,Exchange Wallet,2024-01-22 09:51:58.222424
211475,52718,Ethereum,Buy,18.929832,1593.47015355046,30164.122303724413,704.704520798892,KuCoin,Completed,Trezor,2023-09-23 09:51:58.222424
770152,52099,Cardano,Buy,65.776756,0.6329349656134101,41.63240879702167,0.718237370465723,KuCoin,Pending,Trezor,2023-12-28 09:51:58.222424
432801,48800,Litecoin,Sell,64.121905,66.40958382362982,4258.309025028328,111.17479842076406,Huobi,Pending,Ledger,2024-08-20 09:51:58.222424
164157,11040,Solana,Stake,5.818599,23.422633571179617,136.28691227463213,2.1319573912777874,FTX,Completed,Cold Wallet,2023-07-25 09:51:58.222424
849401,16952,XRP,Buy,55.481167,0.5409989520278039,30.015253204279578,0.34447208064099516,OKX,Completed,Hot Wallet,2024-09-11 09:51:58.222424
191487,26988,Litecoin,Sell,64.797626,87.98689051365693,5701.341624406889,147.551495833168,KuCoin,Completed,Ledger,2024-04-27 09:51:58.222424
879971,37292,Polkadot,Stake,87.996989,6.120146333135944,538.5544495553539,5.753506230309296,Huobi,Failed,Trezor,2023-03-21 09:51:58.222424
502571,53827,BNB,Buy,89.739368,399.78649632596665,35876.58751522657,4.223144769904735,FTX,Completed,Trezor,2024-03-01 09:51:58.222424
287938,13253,Cardano,Transfer,86.834361,0.6460247903982396,56.09714986439007,2.711925432440933,FTX,Pending,Trezor,2024-03-25 09:51:58.222424
885446,64783,Polkadot,Withdraw,82.767886,3.8110520401636423,315.43272080033177,6.310256728368074,OKX,Completed,Cold Wallet,2023-10-11 09:51:58.222424
871125,20783,XRP,Sell,15.905824,0.4774303959401836,7.593923850074876,0.10409134661911275,KuCoin,Failed,Ledger,2023-06-17 09:51:58.222424
208322,71081,Cardano,Withdraw,32.231205,0.988034095654144,31.84552948401833,0.5792399805662497,OKX,Completed,Ledger,2025-01-24 09:51:58.222424
144672,20042,Bitcoin,Stake,24.417261,106074.10723541168,2590039.1617090353,67020.88193251503,Coinbase,Failed,Cold Wallet,2024-12-17 09:51:58.222424
959750,31951,Ethereum,Sell,28.098712,2788.561332499608,78354.98177624273,916.5190894291102,Coinbase,Completed,Ledger,2024-02-18 09:51:58.222424
588411,63321,Litecoin,Sell,75.391706,109.27095373121986,8238.12361804373,182.0039796969706,KuCoin,Pending,Exchange Wallet,2024-03-30 09:51:58.222424
892541,11219,Cardano,Transfer,39.07556,0.4705788306234401,18.38813133075607,0.5324348949190711,KuCoin,Failed,Hot Wallet,2024-04-26 09:51:58.222424
287056,75954,Dogecoin,Buy,94.005551,0.0741402602308759,6.969596014286876,0.05755247071032129,Huobi,Failed,Cold Wallet,2023-03-29 09:51:58.222424
774193,91249,XRP,Sell,9.240775,0.4314648922749528,3.9870699899120767,0.04458083341133713,Kraken,Pending,Ledger,2024-07-09 09:51:58.222424
317949,54289,Polkadot,Withdraw,0.836615,3.965654025634853,3.3177256426565025,0.024348230402439903,Kraken,Completed,Hot Wallet,2023-10-23 09:51:58.222424
972176,67085,Ethereum,Transfer,65.815578,2222.3468384000316,146265.04168577067,5881.455873105206,Binance,Failed,Cold Wallet,2023-12-12 09:51:58.222424
909540,89100,Ethereum,Sell,49.635962,2078.853466304058,103185.89165703651,3204.85934060127,Huobi,Pending,Exchange Wallet,2023-11-11 09:51:58.222424
720443,50253,Polkadot,Transfer,88.902281,4.518929865540423,401.7431727255669,6.457370625372085,Huobi,Completed,Trezor,2023-06-12 09:51:58.222424
503113,49095,Avalanche,Withdraw,37.166748,27.257320757458434,1013.0659717476267,38.07376579712726,Coinbase,Completed,Cold Wallet,2024-07-26 09:51:58.222424
884335,69371,Bitcoin,Stake,30.331607,69507.92256395647,2108286.99059636,58071.11830166498,FTX,Pending,Exchange Wallet,2024-11-02 09:51:58.222424
262515,51750,Cardano,Stake,61.545903,0.7639288624018844,47.016691664286725,0.11745755949643558,KuCoin,Failed,Trezor,2024-03-14 09:51:58.222424
179627,87740,Avalanche,Transfer,45.173086,11.884502375513534,536.8596478762771,20.549925218524642,Kraken,Failed,Trezor,2023-11-03 09:51:58.222424
589310,61732,Polkadot,Stake,36.477968,4.884356070287686,178.17138443255996,5.946565187906924,Huobi,Completed,Exchange Wallet,2025-02-18 09:51:58.222424
111645,26266,Ethereum,Transfer,7.044516,2220.151561688879,15639.893198742297,542.943822478093,Huobi,Completed,Trezor,2024-01-08 09:51:58.222424
130748,13160,Bitcoin,Transfer,13.263214,42821.558989157995,567951.5006868262,24468.5818883193,Huobi,Failed,Cold Wallet,2024-01-04 09:51:58.222424
728913,68314,BNB,Buy,59.170867,244.00266831846957,14437.849434717276,667.8100415792951,KuCoin,Completed,Exchange Wallet,2023-06-19 09:51:58.222424
408428,67223,Litecoin,Sell,53.372467,71.14433649125357,3797.148751616327,167.4221080126616,OKX,Pending,Trezor,2024-01-20 09:51:58.222424
882252,27260,Cardano,Sell,64.808067,0.3240822797504334,21.00314609957883,0.209400806272681,Huobi,Failed,Ledger,2023-07-20 09:51:58.222424
879664,70781,Avalanche,Sell,8.692017,23.71224943472529,206.1072751948726,0.7090192930051731,Coinbase,Pending,Exchange Wallet,2025-02-20 09:51:58.222424
887029,99482,XRP,Withdraw,53.469617,0.5409989520278039,28.92700676232805,0.5738544689169433,OKX,Completed,Exchange Wallet,2024-09-11 09:51:58.222424
536472,97849,Polkadot,Buy,43.125089,5.637851649663309,243.13285416052705,9.962144629143282,Binance,Failed,Hot Wallet,2024-06-24 09:51:58.222424
393175,74361,Polkadot,Sell,87.446043,4.1260120334880135,360.8034256989103,5.834126793756267,FTX,Pending,Hot Wallet,2023-10-03 09:51:58.222424
752514,64291,Cardano,Transfer,33.329921,0.2960268632634977,9.86655196645018,0.08036962718101334,Kraken,Failed,Cold Wallet,2023-08-11 09:51:58.222424
242120,58981,Ethereum,Withdraw,94.079961,3635.854996180709,342061.0962423362,15374.35035134468,Coinbase,Pending,Hot Wallet,2025-01-06 09:51:58.222424
156402,32797,Bitcoin,Buy,71.19787,96952.09886774956,6902782.93141318,311034.4430886742,Huobi,Pending,Ledger,2025-01-08 09:51:58.222424
851128,13114,Solana,Buy,49.416234,153.63922449411186,7592.2718691795635,117.5686188447037,Huobi,Failed,Trezor,2024-07-03 09:51:58.222424
639532,69202,Solana,Buy,85.388222,146.82431294389428,12537.06702865072,149.23005745214326,Binance,Completed,Ledger,2024-08-28 09:51:58.222424
612837,11705,XRP,Withdraw,61.567984,0.6216348445072681,38.272804160465974,0.47967428695835873,OKX,Completed,Exchange Wallet,2023-12-27 09:51:58.222424
438434,88791,BNB,Withdraw,73.755677,307.3215919447753,22666.71207060465,1039.6184383057425,KuCoin,Pending,Exchange Wallet,2024-01-31 09:51:58.222424
105352,16575,Solana,Buy,29.645338,20.294161364007895,601.6272730625551,15.657411715580224,Huobi,Completed,Exchange Wallet,2023-09-30 09:51:58.222424
820498,65453,BNB,Withdraw,57.032671,619.6636009849202,35341.07028564823,463.21027114876534,Huobi,Pending,Exchange Wallet,2024-11-19 09:51:58.222424
933687,31637,Avalanche,Withdraw,83.833625,14.616965553087333,1225.393208815441,13.843120305411693,Coinbase,Completed,Ledger,2023-05-21 09:51:58.222424
424444,44554,Solana,Buy,46.000584,134.98461607964123,6209.371170679287,276.1738499650365,KuCoin,Completed,Hot Wallet,2024-09-03 09:51:58.222424
827545,70501,Dogecoin,Buy,77.231221,0.1085142329821187,8.380686709087499,0.04041566771210227,Huobi,Failed,Cold Wallet,2024-09-26 09:51:58.222424
410206,32996,Cardano,Withdraw,83.042633,0.2907998673837715,24.148786663599207,0.5147739245403454,Kraken,Pending,Trezor,2023-10-29 09:51:58.222424
366366,37228,Bitcoin,Sell,81.452126,90488.10007497849,7370448.128807758,285942.7905250753,FTX,Failed,Cold Wallet,2024-11-14 09:51:58.222424
628450,60336,Avalanche,Withdraw,11.222633,13.036386552040913,146.30258191969057,2.024041676945246,KuCoin,Completed,Cold Wallet,2023-11-09 09:51:58.222424
852333,77873,XRP,Buy,95.24855,0.6911785818007724,65.83375770757996,2.5767454727462997,FTX,Pending,Trezor,2024-11-14 09:51:58.222424
290442,66763,XRP,Withdraw,66.4137,0.6191470281067634,41.11984498057415,1.6167751823822805,Huobi,Completed,Hot Wallet,2024-03-18 09:51:58.222424
503621,98276,BNB,Sell,53.92678,227.87876216969727,12288.767874197587,101.47018541655545,Binance,Pending,Trezor,2023-11-02 09:51:58.222424
242208,78090,Litecoin,Buy,90.494146,90.95049722612212,8230.48757475329,3.9934485291724235,Kraken,Pending,Exchange Wallet,2024-03-10 09:51:58.222424
607391,88432,Bitcoin,Stake,72.470118,39960.275420410515,2895925.8750296496,125851.02474469703,FTX,Completed,Hot Wallet,2023-12-04 09:51:58.222424
123513,38277,Solana,Buy,7.86514,184.45124996312572,1450.7349041349787,54.28654318105202,Coinbase,Pending,Cold Wallet,2024-07-22 09:51:58.222424
723140,30053,Avalanche,Stake,72.136685,12.63378573661651,911.3594220397981,22.53100855056194,KuCoin,Pending,Hot Wallet,2023-08-10 09:51:58.222424
168518,10399,XRP,Stake,55.034227,0.6040798420086526,33.24506715122833,1.3708451475282881,Coinbase,Failed,Hot Wallet,2023-11-28 09:51:58.222424
986311,56287,XRP,Sell,43.692356,3.050802421938607,133.29674550500383,4.430446993321505,KuCoin,Failed,Cold Wallet,2025-01-28 09:51:58.222424
263658,13418,Bitcoin,Buy,70.716551,97679.46381643032,6907554.7846272485,160954.1617304328,Kraken,Pending,Exchange Wallet,2024-11-24 09:51:58.222424
117410,81036,Dogecoin,Sell,55.622327,0.0799696682999811,4.448099040263083,0.08139255186731342,KuCoin,Completed,Exchange Wallet,2024-01-15 09:51:58.222424
659455,88560,Ethereum,Stake,39.948867,2294.7159248044077,91671.30128279328,390.2676317717997,Binance,Pending,Ledger,2024-02-04 09:51:58.222424
940680,51594,Cardano,Buy,25.302728,0.4026173140049636,10.187316384358184,0.18542897075016548,KuCoin,Pending,Trezor,2023-04-30 09:51:58.222424
243344,94559,XRP,Sell,70.157594,0.6130010434931292,43.006678330967304,1.9560661863362858,Binance,Pending,Trezor,2023-12-02 09:51:58.222424
869633,42208,Cardano,Transfer,36.029234,1.0632099880614343,38.306641451002626,1.5260721919094085,Kraken,Completed,Trezor,2024-11-24 09:51:58.222424
513816,30740,XRP,Sell,48.036769,0.4804892582556843,23.08115150580965,0.31582279193077384,Coinbase,Completed,Hot Wallet,2023-03-28 09:51:58.222424
906517,86627,Dogecoin,Buy,54.670555,0.1374382944976871,7.513827838442,0.031961653248719295,FTX,Pending,Ledger,2024-10-27 09:51:58.222424
948250,90072,Ethereum,Transfer,56.298508,2618.3298618964914,147408.06467661852,3908.706658145702,Coinbase,Completed,Exchange Wallet,2024-01-12 09:51:58.222424
109029,67263,Bitcoin,Sell,76.442554,26475.607902534273,2023863.0867723029,87367.83331471401,Huobi,Failed,Ledger,2023-05-26 09:51:58.222424
282427,40495,XRP,Buy,29.40213,0.6185453553161305,18.18655094790106,0.6501185818509795,Coinbase,Completed,Hot Wallet,2024-07-25 09:51:58.222424
163581,66403,Avalanche,Withdraw,96.548632,25.252335149979228,2438.078413536009,92.59893581515959,OKX,Pending,Exchange Wallet,2024-07-12 09:51:58.222424
240633,43496,Litecoin,Transfer,60.348722,91.93120759357886,5547.93089018918,267.3328540607887,KuCoin,Pending,Trezor,2024-11-23 09:51:58.222424
862180,73737,Ethereum,Withdraw,75.328842,2294.7159248044077,172858.2933344751,2714.621465174787,OKX,Pending,Trezor,2024-02-04 09:51:58.222424
335403,55410,Solana,Transfer,3.012839,19.83281185840033,59.75306904665099,0.4913733716682094,OKX,Pending,Trezor,2023-03-17 09:51:58.222424
811187,86123,BNB,Stake,69.905227,302.1937344871412,21124.921607301334,629.8272601902253,Coinbase,Failed,Ledger,2024-01-14 09:51:58.222424
428694,37602,Litecoin,Buy,39.700507,72.58855441341714,2881.8024126097484,118.91670681837965,FTX,Failed,Trezor,2023-12-12 09:51:58.222424
100346,27687,Litecoin,Withdraw,49.879599,103.82468188562274,5178.733498757426,240.11685861282567,Binance,Failed,Ledger,2024-03-12 09:51:58.222424
878842,90421,Dogecoin,Stake,11.546289,0.0734711515199936,0.8483191486126354,0.002272450418553585,Coinbase,Completed,Exchange Wallet,2023-08-05 09:51:58.222424
888230,72293,Cardano,Withdraw,35.869251,0.3572203959454846,12.81322804448797,0.48716612237741264,Kraken,Failed,Exchange Wallet,2024-10-07 09:51:58.222424
259310,33192,Dogecoin,Transfer,73.101541,0.125457971610212,9.171171055440748,0.4485430525170128,Kraken,Completed,Hot Wallet,2024-07-20 09:51:58.222424
457266,82737,Dogecoin,Withdraw,35.127154,0.0686095281111073,2.4100574598261955,0.09658518481472754,KuCoin,Failed,Hot Wallet,2023-07-19 09:51:58.222424
836018,46966,Avalanche,Withdraw,99.240745,35.35022405450436,3508.1825710859334,138.72843176859573,FTX,Pending,Exchange Wallet,2024-05-08 09:51:58.222424
